model_name,regime,risk_framing,mode,condition,trial,task_id,tool_calls,hit_budget,tokens_used,success,termination_reason,conf_thresh,last_conf,liveness_failure
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,0,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,1,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,2,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,3,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,4,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,5,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,6,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,7,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,8,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,9,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,10,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,11,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,12,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,13,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,14,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,15,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,16,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,17,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,18,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,19,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,20,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,21,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,22,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,23,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,24,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,25,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,26,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,27,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,28,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
Qwen/Qwen2.5-7B-Instruct,Baseline,low,v1,benign,29,deadline_policy,1,False,394,True,answer_provided,0.9,0.95,0
